kod;nazev;statuskod;okres;pou;clenenismrozsahkod;clenenismtypkod;nutslau;datumvzniku;vusc;orp;Poc_obyv_SLDB_2021;poc_muzu;poc_zen;poc_obyv_0_14;poc_obyv_15_64;poc_obyv_nad_65;prum_vek;prum_vek_muzi;prum_vek_zeny;stav_nezjisteno;reg_partnerstvi;reg_part_zanikle;reg_part_zanikle_umrtim;rozvedeni;svobodni;ovdoveli;zenati_vdane;bez_vzdelani;vzdelani_nezjisteno;zakladni_vzdelani;stredni_vzdelani;stredni_vzd_s_maturitou;vyssi_odborne_vzd;vysokoskolske_vzd;ceska_narodnost;moravska_narodnost;slezska_narodnost;slovenska_narodnost;ukrajinska_narodnost;vietnamska_narodnost;ostatni_narodnost;bez_nabozenske_viry;cirkev_ceskoslovenska_husitska;cirkev_rimskokatolicka;ceskobratrska_cirkev_evangelick;katolicka_vira;krestanstvi;svedkove_jehovovi;vira_neuvedena;verici_hlasici_se_k_cirkvi;verici_nehlasici_se_k_cirkvi;pravoslavna_cirkev;protestantska_evangelicka_vira;ostatni_vira;celkem_domu;vlastnik_domu_byt_druzstvo;vlastnik_domu_fyz_os;vlastnik_domu_prav_osoba_jina;vlastnik_domu_kombinace;vlastnik_domu_nezjisteno;vlastnik_domu_obec_stat;spoluvlastnictvi_bytu;vystavba_pred1919;vystavba_1920_1945;vystavba_1946_1970;vystavba_1971_1980;vystavba_1981_1990;vystavba_1991_2000;vystavba_2001_2010;vystavba_2011_2015;vystavba_po2016;vystavba_nezjisteno;shape_Length;shape_Area
553468;Velká Kraš;2;3811;3921;;;CZ0711553468;24. 11. 1990 0:00:00;124;2062;677,;341,;336,;123,;432,;122,;41,9;40,3;43,4;3,;0,;0,;0,;70,;324,;51,;229,;5,;42,;93,;255,;119,;2,;38,;366,;36,;3,;22,;1,;0,;15,;330,;0,;17,;0,;21,;16,;0,;233,;4,;45,;1,;9,;1,;234,;1,;209,;5,;1,;1,;9,;8,;46,;57,;26,;26,;22,;19,;11,;2,;3,;22,;25473,971868174070551;21479857,284300629049540
553476;Nemile;2;3809;3859;;;CZ0715553476;24. 11. 1990 0:00:00;124;2011;654,;323,;331,;110,;431,;113,;41,9;41,6;42,3;0,;0,;0,;0,;47,;264,;39,;304,;2,;22,;57,;188,;174,;9,;92,;366,;103,;0,;5,;0,;0,;9,;260,;0,;92,;0,;20,;5,;0,;199,;1,;74,;0,;0,;3,;231,;0,;224,;1,;0,;3,;2,;1,;13,;25,;33,;17,;43,;19,;36,;7,;11,;27,;19750,724214531313919;5535114,368450362235308
553484;Skorošice;2;3811;3921;;;CZ0711553484;24. 11. 1990 0:00:00;124;2062;670,;334,;336,;86,;421,;163,;46,1;45,4;46,7;0,;0,;0,;0,;76,;266,;59,;269,;3,;26,;82,;266,;145,;4,;58,;385,;29,;6,;22,;1,;0,;34,;290,;2,;70,;2,;25,;3,;16,;198,;2,;57,;0,;1,;3,;278,;0,;252,;11,;0,;1,;7,;7,;38,;52,;18,;43,;35,;22,;20,;4,;4,;42,;36559,890063095335790;46464969,214096702635288
554103;Řídeč;2;3805;3735;;;CZ0712554103;1. 1. 1994 0:00:00;124;1911;184,;103,;81,;24,;125,;35,;44,1;42,8;45,8;0,;0,;0,;0,;18,;75,;8,;83,;0,;4,;18,;60,;53,;2,;23,;102,;28,;0,;2,;0,;0,;7,;99,;2,;15,;0,;4,;0,;0,;43,;0,;20,;0,;0,;1,;71,;0,;68,;0,;0,;1,;2,;0,;14,;6,;4,;9,;4,;4,;13,;8,;6,;3,;12064,993622572195818;7272845,230098655447364
554146;Vernířovice;2;3809;3867;;;CZ0715554146;1. 1. 1994 0:00:00;124;2020;200,;102,;98,;32,;136,;32,;42,9;44,5;41,2;0,;0,;0,;0,;22,;80,;6,;92,;2,;8,;25,;63,;47,;3,;20,;105,;16,;0,;3,;0,;0,;6,;91,;0,;17,;0,;1,;2,;0,;65,;0,;23,;1,;0,;0,;112,;0,;104,;2,;0,;0,;2,;4,;11,;14,;8,;5,;9,;9,;13,;4,;9,;30,;27812,557424126800470;33294242,740301907062531
557196;Pavlovice u Kojetína;2;3709;3131;;;CZ0713557196;1. 1. 2001 0:00:00;124;1562;258,;129,;129,;39,;167,;52,;44,3;43,5;45,2;0,;0,;0,;0,;32,;106,;21,;99,;2,;14,;32,;95,;55,;2,;19,;143,;50,;0,;3,;0,;0,;6,;88,;0,;42,;0,;2,;6,;0,;85,;3,;29,;0,;2,;1,;126,;0,;116,;6,;1,;0,;2,;1,;9,;12,;31,;20,;13,;8,;10,;2,;1,;20,;11852,390687181259636;5199901,206799571402371
554901;Křelov-Břuchotín;2;3805;3701;;;CZ0712554901;1. 1. 1995 0:00:00;124;1899;1756,;866,;890,;316,;1120,;320,;41,8;41,5;42,1;4,;0,;0,;0,;146,;724,;103,;779,;4,;58,;158,;451,;444,;15,;310,;1089,;244,;0,;16,;3,;0,;51,;868,;6,;152,;1,;28,;17,;2,;497,;3,;160,;4,;2,;16,;582,;1,;567,;6,;1,;1,;1,;5,;75,;55,;66,;52,;35,;60,;128,;28,;53,;30,;17347,318286824127426;7910738,243549254722893
554944;Mrsklesy;2;3805;3701;;;CZ0712554944;1. 1. 1996 0:00:00;124;1899;653,;331,;322,;124,;398,;131,;42,2;39,8;44,7;2,;0,;0,;0,;66,;265,;43,;277,;6,;45,;74,;188,;159,;7,;50,;381,;74,;1,;4,;0,;0,;13,;340,;0,;26,;1,;11,;1,;0,;212,;4,;40,;0,;1,;17,;208,;0,;199,;5,;0,;1,;3,;0,;26,;60,;21,;13,;10,;13,;19,;22,;18,;6,;14182,811365446294076;5549083,515950295142829
556998;Jezernice;2;3808;3816;;;CZ0714556998;1. 1. 2000 0:00:00;124;1988;651,;327,;324,;101,;421,;129,;43,4;41,7;45,1;0,;0,;0,;0,;60,;271,;52,;268,;3,;15,;51,;218,;184,;9,;70,;341,;101,;0,;3,;0,;0,;10,;248,;0,;67,;0,;21,;11,;0,;217,;7,;78,;0,;0,;2,;249,;0,;242,;2,;0,;2,;0,;3,;26,;21,;48,;33,;35,;20,;21,;5,;13,;27,;16069,433567576217683;9284318,831249976530671
557218;Kobylá nad Vidnavkou;2;3811;3921;;;CZ0711557218;1. 1. 2001 0:00:00;124;2062;366,;166,;200,;38,;188,;140,;52,;48,6;54,7;2,;0,;0,;0,;61,;140,;49,;114,;8,;24,;72,;134,;61,;4,;25,;201,;10,;14,;12,;0,;0,;18,;159,;0,;65,;3,;4,;1,;3,;99,;0,;23,;1,;0,;8,;112,;1,;102,;2,;0,;0,;3,;4,;16,;26,;14,;14,;21,;4,;6,;2,;1,;8,;18555,793134389772604;10787464,876900328323245
558419;Držovice;2;3709;3140;;;CZ0713558419;1. 7. 2006 0:00:00;124;1562;1405,;703,;702,;233,;873,;299,;42,7;41,8;43,5;5,;2,;0,;0,;112,;576,;88,;622,;1,;52,;126,;394,;395,;12,;192,;836,;182,;0,;24,;3,;10,;18,;599,;10,;148,;0,;24,;10,;3,;429,;8,;161,;0,;0,;13,;493,;0,;465,;6,;0,;5,;6,;11,;37,;72,;79,;42,;54,;36,;70,;23,;58,;22,;12738,371690273434069;7541256,738699095323682
568392;Doloplazy;2;3805;3701;;;CZ0712568392;1. 7. 1990 0:00:00;124;1899;1293,;639,;654,;220,;836,;237,;41,9;41,4;42,5;0,;0,;0,;0,;93,;526,;80,;594,;9,;28,;141,;379,;332,;13,;171,;801,;198,;0,;8,;5,;0,;35,;509,;7,;205,;2,;29,;10,;2,;332,;15,;165,;4,;0,;13,;421,;0,;412,;2,;0,;1,;2,;4,;48,;44,;68,;52,;50,;32,;71,;17,;22,;17,;14354,295729979954558;8037895,851599866524339
569003;Liboš;2;3805;3701;;;CZ0712569003;24. 11. 1990 0:00:00;124;1899;602,;301,;301,;101,;396,;105,;42,2;41,;43,4;1,;0,;0,;0,;55,;247,;36,;263,;1,;27,;73,;191,;151,;5,;53,;362,;75,;0,;4,;0,;0,;12,;278,;0,;49,;0,;8,;3,;0,;199,;1,;55,;2,;0,;7,;224,;0,;220,;1,;0,;1,;1,;1,;32,;20,;36,;21,;24,;24,;39,;4,;11,;13,;13303,460445777131099;4304104,422399783506989
569135;Císařov;2;3808;3824;;;CZ0714569135;24. 11. 1990 0:00:00;124;1996;290,;145,;145,;39,;204,;47,;42,;39,7;44,2;0,;0,;0,;0,;15,;111,;25,;139,;1,;7,;41,;101,;74,;1,;26,;142,;42,;0,;0,;0,;0,;9,;99,;0,;45,;0,;3,;6,;0,;100,;1,;33,;0,;0,;3,;104,;0,;101,;0,;0,;1,;1,;1,;10,;10,;26,;12,;11,;17,;8,;7,;0,;3,;7331,291746127749320;2988315,328849268611521
568872;Charváty;2;3805;3701;;;CZ0712568872;24. 11. 1990 0:00:00;124;1899;871,;425,;446,;185,;562,;124,;38,6;38,9;38,3;2,;0,;0,;0,;81,;393,;41,;354,;4,;39,;85,;233,;219,;8,;98,;549,;82,;0,;5,;1,;0,;7,;352,;0,;169,;1,;10,;5,;0,;224,;12,;93,;0,;0,;5,;306,;0,;298,;2,;1,;2,;1,;2,;41,;30,;36,;31,;33,;37,;30,;26,;25,;17,;15086,717689900708137;8880382,168151278048754
568911;Měrotín;2;3805;3697;;;CZ0712568911;24. 11. 1990 0:00:00;124;1881;252,;119,;133,;40,;163,;49,;42,7;42,;43,3;0,;0,;0,;0,;25,;99,;17,;111,;1,;7,;23,;107,;50,;4,;20,;130,;39,;0,;0,;0,;0,;12,;90,;0,;55,;0,;4,;6,;0,;71,;2,;23,;0,;1,;0,;101,;0,;96,;1,;0,;2,;2,;0,;22,;10,;28,;11,;3,;5,;3,;4,;4,;11,;6969,167850144957811;2133872,389000342693180
568961;Vilémov;2;3805;3697;;;CZ0712568961;24. 11. 1990 0:00:00;124;1881;418,;220,;198,;61,;276,;81,;43,1;40,7;45,7;1,;0,;0,;0,;31,;175,;43,;168,;1,;20,;45,;136,;106,;5,;44,;218,;75,;1,;2,;0,;0,;18,;136,;0,;83,;0,;17,;1,;0,;122,;5,;44,;8,;0,;2,;155,;0,;150,;2,;0,;0,;0,;3,;21,;7,;36,;17,;21,;14,;7,;6,;6,;20,;15003,349523417111413;8536215,209950754418969
569054;Strukov;2;3805;3735;;;CZ0712569054;24. 11. 1990 0:00:00;124;1911;158,;84,;74,;35,;86,;37,;41,5;42,3;40,4;1,;0,;1,;0,;14,;80,;8,;54,;1,;7,;17,;60,;26,;2,;10,;62,;23,;0,;1,;0,;0,;10,;39,;1,;35,;0,;4,;0,;0,;53,;1,;24,;0,;0,;1,;66,;0,;66,;0,;0,;0,;0,;0,;13,;13,;10,;8,;8,;3,;2,;1,;1,;7,;4590,525039610429303;528765,647749018506147
569143;Křenovice;2;3808;3808;;;CZ0714569143;24. 11. 1990 0:00:00;124;1996;421,;213,;208,;63,;274,;84,;43,9;43,6;44,2;0,;0,;0,;0,;33,;182,;31,;175,;0,;18,;35,;164,;97,;8,;36,;240,;58,;0,;4,;0,;0,;7,;127,;0,;82,;0,;12,;6,;0,;124,;9,;59,;0,;0,;2,;176,;0,;166,;5,;1,;1,;2,;1,;13,;14,;37,;27,;21,;19,;14,;8,;8,;15,;15298,688807549862759;9042584,912849873304367
569178;Bohuslávky;2;3808;3816;;;CZ0714569178;24. 11. 1990 0:00:00;124;1988;307,;146,;161,;40,;187,;80,;45,4;45,7;45,2;0,;0,;0,;0,;21,;107,;30,;149,;1,;7,;39,;115,;76,;0,;29,;174,;92,;0,;0,;0,;0,;5,;121,;0,;40,;0,;8,;1,;2,;85,;3,;44,;0,;0,;3,;112,;1,;108,;2,;0,;0,;1,;0,;15,;19,;25,;21,;12,;5,;8,;3,;0,;4,;8282,582937732777282;2884868,415650730021298
569194;Grymov;2;3808;3824;;;CZ0714569194;24. 11. 1990 0:00:00;124;1996;145,;69,;76,;19,;92,;34,;46,1;43,;48,9;0,;0,;0,;0,;10,;46,;12,;77,;0,;1,;20,;32,;36,;2,;35,;87,;21,;0,;0,;0,;0,;6,;64,;0,;16,;0,;3,;0,;2,;47,;2,;11,;0,;0,;0,;56,;0,;56,;0,;0,;0,;0,;0,;7,;2,;9,;5,;9,;7,;11,;3,;2,;1,;4814,549250087251494;1036837,555149454157799
569259;Dolní Nětčice;2;3808;3816;;;CZ0714569259;24. 11. 1990 0:00:00;124;1988;246,;121,;125,;32,;150,;64,;46,5;46,2;46,8;0,;0,;0,;0,;14,;100,;19,;113,;2,;10,;28,;83,;63,;2,;26,;106,;83,;5,;0,;0,;0,;12,;62,;0,;60,;0,;11,;4,;0,;75,;0,;30,;2,;1,;1,;109,;0,;105,;0,;0,;1,;2,;1,;10,;10,;22,;14,;12,;9,;11,;3,;4,;14,;10260,918461542465593;4200168,756200144998729
569283;Kladníky;2;3808;3816;;;CZ0714569283;24. 11. 1990 0:00:00;124;1988;135,;58,;77,;21,;86,;28,;41,9;42,;41,8;0,;0,;0,;0,;10,;60,;13,;52,;0,;6,;14,;45,;36,;3,;10,;72,;11,;0,;1,;0,;0,;1,;61,;0,;16,;0,;8,;5,;0,;24,;0,;21,;0,;0,;0,;64,;0,;60,;2,;0,;1,;0,;1,;9,;1,;14,;6,;8,;2,;7,;4,;5,;8,;10071,383859974181178;3463581,366600882261992
569267;Hlinsko;2;3808;3816;;;CZ0714569267;24. 11. 1990 0:00:00;124;1988;225,;108,;117,;48,;124,;53,;42,7;41,4;43,8;0,;0,;0,;0,;17,;79,;17,;112,;0,;2,;28,;84,;44,;1,;18,;126,;44,;0,;1,;0,;0,;6,;61,;0,;46,;0,;6,;6,;0,;77,;3,;26,;0,;0,;0,;84,;0,;81,;1,;0,;0,;1,;1,;15,;6,;12,;12,;6,;6,;11,;3,;2,;11,;15675,815020710950193;5015315,771250012330711
569275;Horní Nětčice;2;3808;3816;;;CZ0714569275;24. 11. 1990 0:00:00;124;1988;216,;116,;100,;31,;135,;50,;44,3;43,4;45,4;1,;0,;0,;0,;13,;88,;17,;97,;1,;4,;16,;81,;63,;1,;19,;104,;29,;0,;1,;0,;0,;0,;56,;0,;28,;0,;21,;1,;0,;68,;1,;40,;0,;1,;0,;91,;0,;89,;0,;0,;1,;1,;0,;8,;13,;10,;15,;6,;9,;7,;0,;7,;16,;13529,182080641608991;4538160,023249495774508
569305;Chromeč;2;3809;3867;;;CZ0715569305;24. 11. 1990 0:00:00;124;2020;545,;267,;278,;94,;330,;121,;42,5;41,7;43,2;0,;0,;0,;0,;40,;218,;42,;245,;1,;15,;67,;170,;136,;11,;51,;335,;93,;0,;3,;0,;0,;5,;177,;0,;154,;5,;14,;11,;0,;113,;8,;54,;0,;0,;9,;188,;0,;187,;0,;0,;0,;1,;0,;15,;17,;47,;37,;16,;20,;12,;0,;8,;16,;14529,769936113063522;5496935,122949523851275
569356;Česká Ves;2;3811;3930;;;CZ0711569356;24. 11. 1990 0:00:00;124;2062;2332,;1144,;1188,;350,;1499,;483,;43,3;42,4;44,2;4,;0,;0,;0,;262,;971,;163,;932,;16,;119,;314,;715,;571,;12,;235,;1446,;124,;32,;40,;4,;0,;42,;1158,;2,;153,;1,;65,;15,;13,;665,;23,;212,;6,;4,;14,;569,;0,;488,;11,;0,;2,;30,;38,;39,;70,;33,;148,;80,;70,;56,;28,;25,;20,;23707,575311685734050;24511700,061798620969057
569330;Ostružná;2;3811;3930;;;CZ0711569330;24. 11. 1990 0:00:00;124;2062;180,;97,;83,;20,;124,;36,;44,8;44,7;44,8;0,;0,;0,;0,;22,;77,;12,;69,;0,;6,;13,;45,;67,;2,;27,;91,;22,;2,;4,;5,;0,;4,;92,;0,;8,;2,;3,;3,;0,;48,;0,;20,;3,;0,;1,;92,;0,;72,;7,;0,;4,;5,;4,;9,;8,;2,;9,;5,;3,;23,;13,;6,;14,;33546,760842048905033;25088286,442148018628359
569372;Krchleby;2;3809;3841;;;CZ0715569372;24. 11. 1990 0:00:00;124;2003;164,;87,;77,;20,;118,;26,;41,5;40,8;42,3;1,;0,;0,;0,;16,;76,;8,;63,;2,;3,;16,;73,;40,;1,;9,;68,;25,;0,;0,;0,;0,;0,;84,;0,;1,;0,;1,;0,;0,;61,;0,;16,;0,;0,;1,;52,;0,;47,;0,;0,;0,;0,;5,;6,;3,;11,;4,;10,;3,;7,;0,;3,;5,;23890,363070890663948;6904184,947150425054133
569381;Mírov;2;3809;3841;;;CZ0715569381;24. 11. 1990 0:00:00;124;2003;760,;585,;175,;41,;655,;64,;41,9;41,4;43,5;43,;1,;0,;0,;140,;406,;35,;135,;16,;18,;191,;291,;171,;3,;29,;414,;66,;2,;18,;7,;6,;28,;362,;1,;38,;1,;17,;15,;1,;215,;7,;75,;11,;1,;14,;118,;0,;84,;3,;0,;3,;5,;23,;21,;21,;14,;14,;6,;4,;8,;6,;5,;19,;22362,309033710847871;13569175,646399557590485
569437;Bratrušov;2;3809;3867;;;CZ0715569437;24. 11. 1990 0:00:00;124;2020;629,;320,;309,;99,;407,;123,;42,;41,1;43,;0,;0,;0,;0,;53,;264,;33,;279,;1,;23,;79,;194,;166,;11,;56,;361,;107,;0,;5,;0,;0,;3,;372,;0,;29,;4,;9,;2,;0,;155,;4,;49,;0,;1,;4,;206,;0,;198,;0,;0,;3,;2,;3,;31,;46,;13,;22,;24,;13,;26,;8,;12,;11,;16656,833017721528449;11546361,063299559056759
569445;Vikýřovice;2;3809;3867;;;CZ0715569445;24. 11. 1990 0:00:00;124;2020;2177,;1067,;1110,;379,;1355,;443,;43,1;42,1;44,1;1,;0,;0,;0,;208,;840,;122,;1006,;8,;82,;201,;575,;612,;22,;298,;1312,;286,;5,;18,;0,;0,;25,;1079,;2,;98,;17,;32,;7,;6,;666,;6,;183,;5,;2,;73,;690,;0,;650,;5,;0,;0,;3,;32,;41,;85,;70,;105,;101,;66,;136,;32,;30,;24,;18407,225378037001065;11753649,897301623597741
569453;Velké Kunětice;2;3811;3930;;;CZ0711569453;24. 11. 1990 0:00:00;124;2062;488,;255,;233,;52,;337,;99,;44,7;42,9;46,6;1,;0,;0,;0,;58,;203,;37,;189,;9,;41,;77,;197,;92,;3,;17,;259,;29,;17,;18,;0,;0,;7,;259,;1,;24,;1,;17,;2,;0,;140,;2,;34,;0,;6,;0,;177,;0,;166,;2,;1,;0,;7,;1,;28,;49,;11,;21,;17,;16,;7,;2,;2,;24,;15365,535470640410495;9834273,597298732027411
569844;Lužice;2;3805;3735;;;CZ0712569844;1. 1. 1992 0:00:00;124;1911;386,;191,;195,;69,;250,;67,;41,2;40,6;41,7;1,;0,;0,;0,;30,;156,;27,;172,;3,;25,;45,;121,;78,;6,;39,;222,;62,;0,;2,;1,;0,;3,;215,;0,;19,;0,;1,;0,;3,;120,;0,;28,;0,;0,;0,;132,;0,;124,;2,;0,;1,;2,;3,;22,;8,;18,;10,;13,;6,;9,;16,;27,;3,;11980,077472874130763;5147337,246248861774802
569542;Horní Újezd;2;3808;3794;;;CZ0714569542;24. 11. 1990 0:00:00;124;1970;403,;206,;197,;49,;254,;100,;46,;43,6;48,5;0,;0,;0,;0,;29,;146,;36,;192,;3,;15,;46,;159,;100,;1,;30,;191,;90,;0,;3,;0,;0,;2,;72,;1,;123,;0,;17,;3,;5,;110,;14,;54,;0,;1,;3,;133,;0,;126,;2,;0,;2,;3,;0,;7,;11,;40,;20,;15,;12,;11,;3,;6,;8,;13201,279778328744214;6866673,209551114588976
569798;Horní Loděnice;2;3805;3735;;;CZ0712569798;1. 1. 1992 0:00:00;124;1911;300,;149,;151,;54,;197,;49,;40,1;39,1;41,1;1,;0,;0,;0,;27,;136,;21,;115,;1,;34,;63,;88,;48,;0,;12,;157,;33,;0,;1,;0,;0,;3,;149,;0,;18,;0,;2,;0,;0,;108,;0,;23,;0,;0,;0,;82,;2,;68,;0,;1,;0,;3,;8,;8,;15,;20,;4,;12,;3,;4,;0,;7,;9,;23549,742537019596057;18194603,877551119774580
570061;Špičky;2;3808;3794;;;CZ0714570061;1. 1. 1992 0:00:00;124;1970;275,;135,;140,;53,;169,;53,;41,9;40,6;43,3;1,;0,;0,;0,;21,;106,;24,;123,;0,;6,;31,;85,;62,;2,;36,;144,;39,;0,;1,;0,;0,;1,;100,;0,;56,;0,;10,;2,;0,;71,;6,;27,;0,;0,;3,;95,;0,;90,;1,;0,;0,;3,;1,;12,;6,;18,;11,;9,;17,;9,;2,;2,;9,;13086,880300420116328;7032893,128599599003792
570095;Vyšehoří;2;3809;3859;;;CZ0715570095;1. 1. 1992 0:00:00;124;2011;247,;122,;125,;56,;150,;41,;39,3;39,8;38,9;0,;0,;0,;0,;19,;107,;17,;104,;0,;5,;25,;73,;62,;5,;21,;128,;43,;0,;1,;0,;0,;0,;96,;2,;22,;0,;3,;1,;0,;87,;2,;31,;0,;0,;3,;74,;0,;71,;0,;0,;2,;1,;0,;4,;6,;16,;14,;1,;8,;8,;2,;12,;3,;11775,111243397530416;3471063,098850744776428
570079;Týn nad Bečvou;2;3808;3816;;;CZ0714570079;1. 1. 1992 0:00:00;124;1988;751,;383,;368,;102,;474,;175,;45,7;44,;47,5;0,;0,;0,;0,;87,;284,;62,;318,;1,;43,;78,;214,;218,;5,;90,;442,;124,;1,;8,;0,;0,;4,;288,;6,;87,;2,;24,;10,;6,;221,;5,;93,;1,;1,;7,;343,;1,;330,;2,;0,;2,;4,;4,;29,;55,;64,;33,;40,;37,;30,;6,;5,;44,;24650,442138517395506;11994521,353749563917518
570117;Šléglov;2;3809;3832;;;CZ0715570117;1. 1. 1992 0:00:00;124;2020;26,;15,;11,;3,;19,;4,;46,3;39,2;56,;0,;0,;0,;0,;2,;9,;4,;11,;0,;1,;2,;7,;8,;0,;5,;17,;3,;0,;4,;0,;0,;0,;7,;0,;3,;0,;0,;0,;0,;10,;0,;6,;0,;0,;0,;18,;0,;15,;3,;0,;0,;0,;0,;5,;6,;0,;1,;0,;1,;1,;1,;0,;3,;19783,761445795575128;7172138,216649815440178
570141;Drozdov;2;3809;3859;;;CZ0715570141;1. 1. 1992 0:00:00;124;2011;339,;168,;171,;62,;197,;80,;42,2;42,;42,4;0,;0,;0,;0,;19,;138,;20,;162,;0,;8,;47,;126,;69,;9,;18,;178,;86,;0,;3,;0,;0,;3,;114,;0,;68,;0,;13,;2,;0,;111,;11,;19,;0,;0,;1,;143,;0,;134,;2,;0,;0,;4,;3,;5,;7,;20,;41,;13,;10,;8,;0,;6,;33,;20548,621989866845979;13699608,694250209257007
570281;Stavenice;2;3809;3841;;;CZ0715570281;1. 1. 1992 0:00:00;124;2003;127,;66,;61,;25,;80,;22,;42,7;41,5;44,;0,;0,;0,;0,;12,;59,;10,;46,;0,;3,;12,;53,;27,;1,;6,;71,;22,;0,;0,;0,;0,;1,;63,;0,;1,;0,;0,;1,;0,;55,;0,;7,;0,;0,;0,;56,;0,;53,;0,;1,;0,;2,;0,;15,;4,;6,;3,;4,;11,;5,;4,;0,;4,;18607,584025717231270;6487983,782546766102314
570338;Zborov;2;3809;3859;;;CZ0715570338;1. 1. 1992 0:00:00;124;2011;209,;107,;102,;40,;121,;48,;42,;42,2;41,7;0,;0,;0,;0,;11,;83,;12,;103,;1,;3,;29,;79,;43,;3,;11,;114,;21,;0,;0,;0,;0,;1,;52,;0,;38,;0,;11,;6,;0,;78,;4,;20,;0,;0,;0,;86,;0,;81,;0,;0,;0,;2,;3,;4,;8,;20,;11,;7,;1,;13,;2,;2,;18,;9609,056174329596615;3154473,960249944124371
589250;Prostějov;4;3709;3140;;;CZ0713589250;;124;1562;43666,;20692,;22974,;6519,;27287,;9860,;44,1;42,1;45,9;120,;15,;4,;0,;6279,;18165,;3328,;15755,;158,;1945,;4136,;11665,;12506,;563,;6174,;25576,;6104,;36,;495,;230,;68,;717,;20574,;108,;3410,;85,;691,;256,;35,;12981,;251,;4750,;72,;42,;394,;6394,;249,;5129,;169,;8,;26,;93,;720,;642,;1328,;934,;797,;624,;495,;754,;267,;338,;215,;43315,377005134818319;39040011,894999392330647
589268;Bedihošť;2;3709;3140;;;CZ0713589268;;124;1562;1099,;561,;538,;215,;685,;199,;40,6;39,4;41,8;1,;0,;0,;0,;111,;463,;73,;451,;3,;34,;109,;335,;276,;16,;111,;607,;139,;0,;9,;1,;2,;29,;506,;3,;63,;0,;22,;9,;0,;346,;10,;119,;1,;1,;18,;342,;0,;317,;1,;0,;2,;18,;4,;28,;50,;50,;64,;28,;33,;35,;18,;24,;12,;14316,975916029579821;6465596,185350885614753
589403;Čelechovice na Hané;2;3709;3140;;;CZ0713589403;;124;1562;1287,;639,;648,;218,;796,;273,;42,6;41,2;44,;1,;2,;0,;0,;138,;545,;97,;504,;15,;72,;165,;397,;300,;6,;114,;792,;155,;1,;13,;3,;2,;19,;603,;2,;99,;0,;20,;15,;0,;401,;8,;128,;3,;1,;7,;446,;0,;428,;4,;0,;1,;4,;9,;85,;52,;92,;41,;31,;20,;50,;20,;15,;40,;14302,694924092495057;7266373,251248640008271
589276;Bílovice-Lutotín;2;3709;3140;;;CZ0713589276;1. 1. 1961 0:00:00;124;1562;502,;259,;243,;69,;325,;108,;43,9;41,8;46,;0,;0,;0,;0,;54,;195,;34,;219,;2,;22,;56,;171,;118,;7,;57,;271,;92,;0,;2,;2,;0,;3,;191,;0,;69,;1,;16,;1,;0,;164,;4,;55,;0,;0,;1,;199,;0,;196,;1,;0,;1,;0,;1,;35,;17,;30,;18,;13,;22,;18,;7,;6,;33,;17203,163899621304154;6868847,132950040511787
589292;Bohuslavice;2;3709;3123;;;CZ0713589292;;124;1554;448,;196,;252,;76,;267,;105,;44,4;40,;47,7;0,;0,;0,;0,;50,;182,;60,;156,;4,;21,;61,;162,;74,;4,;46,;245,;60,;0,;7,;0,;0,;7,;129,;2,;114,;1,;6,;7,;0,;136,;3,;46,;0,;2,;2,;110,;0,;96,;1,;1,;3,;3,;6,;14,;18,;14,;14,;16,;8,;2,;1,;9,;14,;15595,684392505769210;4867296,266849135048687
589306;Bousín;2;3709;3140;;;CZ0713589306;;124;1562;126,;62,;64,;14,;86,;26,;45,9;46,8;45,1;1,;0,;0,;0,;11,;40,;12,;62,;0,;4,;19,;48,;33,;0,;8,;67,;16,;0,;0,;0,;0,;1,;48,;1,;11,;0,;5,;0,;0,;47,;0,;14,;0,;0,;0,;95,;1,;91,;1,;0,;1,;1,;0,;8,;8,;19,;5,;6,;2,;10,;2,;4,;31,;11034,987704473034682;3409628,967899974901229
589314;Brodek u Konice;2;3709;3123;;;CZ0713589314;;124;1554;780,;385,;395,;118,;485,;177,;44,9;43,4;46,5;2,;0,;0,;0,;72,;297,;74,;335,;2,;34,;90,;284,;190,;5,;57,;426,;151,;0,;12,;0,;0,;6,;265,;2,;136,;3,;14,;11,;0,;248,;8,;92,;0,;0,;1,;368,;0,;346,;4,;0,;0,;7,;11,;39,;33,;68,;47,;36,;32,;22,;11,;11,;69,;24294,424274536340818;14162267,067600434646010
589322;Brodek u Prostějova;6;3709;3140;;;CZ0713589322;;124;1562;1418,;696,;722,;234,;909,;275,;42,2;41,1;43,3;3,;0,;0,;0,;152,;585,;100,;578,;3,;81,;146,;505,;309,;13,;127,;755,;217,;0,;8,;11,;5,;17,;555,;0,;149,;1,;17,;11,;0,;479,;28,;170,;3,;1,;4,;472,;0,;446,;4,;0,;1,;16,;5,;15,;40,;98,;87,;47,;54,;64,;17,;20,;30,;16551,917500211802690;6108564,630651723593473
